,Player,Nation,Position,Squad,Competition,Age,Born,90s,Goals,Shots_total,Shots_on_target,Shots_on_target_%,Shots_total_per90,Shots_on_target_per90,Goals_per_shot,Goals_per_shot_on_target,Average_shot_distance,Shots_free_kicks,Pens_Scored,Pens_Attempted,XG,Npxg,Npxg_per_shot,Xg_net,Npxg_net,Matches
2437,Eldor Shomurodov,uz UZB,FW,Roma,it Serie A,27,1995,1.3,0,6,3,50.0,4.54,2.27,0.00,0.00,19.8,0,0,0,0.6,0.6,0.10,-0.6,-0.6,Matches
2438,Kaj Sierhuis,nl NED,"FW,MF",Reims,fr Ligue 1,24,1998,2.4,0,5,1,20.0,2.06,0.41,0.00,0.00,14.3,0,0,0,0.4,0.4,0.08,-0.4,-0.4,Matches
2439,Vincent Sierro,ch SUI,MF,Toulouse,fr Ligue 1,26,1995,7.4,0,8,3,37.5,1.08,0.41,0.00,0.00,22.3,1,0,0,0.5,0.5,0.06,-0.5,-0.5,Matches
2440,Kiliann Sildillia,fr FRA,"DF,MF",Freiburg,de Bundesliga,20,2002,22.0,0,10,0,0.0,0.46,0.00,0.00,,19.3,0,0,0,0.8,0.8,0.08,-0.8,-0.8,Matches
2441,André Silva,pt POR,FW,RB Leipzig,de Bundesliga,26,1995,19.3,4,60,22,36.7,3.11,1.14,0.07,0.18,13.5,0,0,0,9.2,9.2,0.15,-5.2,-5.2,Matches
2442,Bernardo Silva,pt POR,"MF,FW",Manchester City,eng Premier League,27,1994,24.5,4,25,9,36.0,1.02,0.37,0.16,0.44,18.1,0,0,0,2.2,2.2,0.09,+1.8,+1.8,Matches
2443,Caio Henrique Oliveira Silva,br BRA,DF,Monaco,fr Ligue 1,25,1997,32.2,1,10,6,60.0,0.31,0.19,0.10,0.17,21.1,2,0,0,0.7,0.7,0.07,+0.3,+0.3,Matches
2444,David Silva,es ESP,MF,Real Sociedad,es La Liga,36,1986,21.5,2,30,13,43.3,1.39,0.60,0.07,0.15,15.4,1,0,0,3.9,3.9,0.13,-1.9,-1.9,Matches
2445,Rui Silva,pt POR,GK,Betis,es La Liga,28,1994,26.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2446,Thiago Silva,br BRA,DF,Chelsea,eng Premier League,37,1984,26.1,0,15,2,13.3,0.57,0.08,0.00,0.00,13.0,0,0,0,1.5,1.5,0.10,-1.5,-1.5,Matches
2447,Marco Silvestri,it ITA,GK,Udinese,it Serie A,31,1991,38.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2448,Abdallah Sima,sn SEN,FW,Angers,fr Ligue 1,21,2001,20.4,5,39,10,25.6,1.91,0.49,0.13,0.50,12.7,0,0,0,4.8,4.8,0.12,+0.2,+0.2,Matches
2449,Mohamed Simakan,fr FRA,DF,RB Leipzig,de Bundesliga,22,2000,16.2,1,12,3,25.0,0.74,0.19,0.08,0.33,12.3,0,0,0,1.7,1.7,0.14,-0.7,-0.7,Matches
2450,Giovanni Simeone,ar ARG,FW,Napoli,it Serie A,27,1995,4.5,4,14,8,57.1,3.10,1.77,0.29,0.50,17.5,0,0,0,1.4,1.4,0.10,+2.6,+2.6,Matches
2451,Ellis Simms,eng ENG,FW,Everton,eng Premier League,21,2001,2.5,1,8,1,12.5,3.16,0.39,0.13,1.00,16.1,0,0,0,0.9,0.9,0.11,+0.1,+0.1,Matches
2452,Moses Simon,ng NGA,"FW,MF",Nantes,fr Ligue 1,27,1995,26.1,5,32,9,28.1,1.23,0.35,0.13,0.44,18.3,1,1,1,4.6,3.6,0.11,+0.4,+0.4,Matches
2453,Unai Simón,es ESP,GK,Athletic Club,es La Liga,25,1997,30.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2454,Lassine Sinayoko,ml MLI,"MF,FW",Auxerre,fr Ligue 1,22,1999,17.4,1,42,13,31.0,2.41,0.75,0.02,0.08,17.3,0,0,0,3.2,3.2,0.08,-2.2,-2.2,Matches
2455,Wilfried Singo,ci CIV,DF,Torino,it Serie A,21,2000,22.7,2,34,10,29.4,1.50,0.44,0.06,0.20,14.0,0,0,0,2.7,2.7,0.08,-0.7,-0.7,Matches
2456,Luis Sinisterra,co COL,FW,Leeds United,eng Premier League,23,1999,9.6,5,28,11,39.3,2.91,1.14,0.18,0.45,16.2,0,0,0,3.7,3.7,0.13,+1.3,+1.3,Matches
2457,Daley Sinkgraven,nl NED,"DF,MF",Leverkusen,de Bundesliga,27,1995,3.8,0,4,1,25.0,1.05,0.26,0.00,0.00,18.9,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
2458,Tobias Sippel,de GER,GK,M'Gladbach,de Bundesliga,34,1988,5.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2459,Hugo Siquet,be BEL,DF,Freiburg,de Bundesliga,20,2002,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2460,Salvatore Sirigu,it ITA,GK,Fiorentina,it Serie A,35,1987,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2461,Ibrahima Sissoko,fr FRA,MF,Strasbourg,fr Ligue 1,24,1997,14.6,0,13,3,23.1,0.89,0.21,0.00,0.00,18.0,0,0,0,0.7,0.7,0.05,-0.7,-0.7,Matches
2462,Moussa Sissoko,fr FRA,MF,Nantes,fr Ligue 1,32,1989,21.3,2,17,4,23.5,0.80,0.19,0.12,0.50,16.3,0,0,0,2.4,2.4,0.14,-0.4,-0.4,Matches
2463,Tim Skarke,de GER,"DF,MF",Union Berlin,de Bundesliga,25,1996,0.6,0,4,2,50.0,6.79,3.40,0.00,0.00,22.6,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches
2464,Tim Skarke,de GER,"FW,MF",Schalke 04,de Bundesliga,25,1996,4.9,1,11,4,36.4,2.25,0.82,0.09,0.25,23.7,1,0,0,0.5,0.5,0.05,+0.5,+0.5,Matches
2465,Ellyes Skhiri,tn TUN,MF,Köln,de Bundesliga,27,1995,31.7,7,32,11,34.4,1.01,0.35,0.22,0.64,15.3,0,0,0,5.3,5.3,0.17,+1.7,+1.7,Matches
2466,Oliver Skipp,eng ENG,MF,Tottenham,eng Premier League,21,2000,16.6,1,7,3,42.9,0.42,0.18,0.14,0.33,23.2,0,0,0,0.3,0.3,0.04,+0.7,+0.7,Matches
2467,Leo Skiri Østigård,no NOR,DF,Napoli,it Serie A,22,1999,4.7,0,3,0,0.0,0.64,0.00,0.00,,20.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
2468,Łukasz Skorupski,pl POL,GK,Bologna,it Serie A,31,1991,37.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2469,Robert Skov,dk DEN,DF,Hoffenheim,de Bundesliga,26,1996,15.0,3,39,12,30.8,2.60,0.80,0.03,0.08,22.5,8,2,2,3.4,1.8,0.05,-0.4,-0.8,Matches
2470,Milan Škriniar,sk SVK,DF,Inter,it Serie A,27,1995,19.7,0,9,2,22.2,0.46,0.10,0.00,0.00,13.0,0,0,0,0.8,0.8,0.09,-0.8,-0.8,Matches
2471,Naatan Skyttä,fi FIN,MF,Toulouse,fr Ligue 1,20,2002,0.3,0,1,0,0.0,3.91,0.00,0.00,,15.5,0,0,0,0.1,0.1,0.10,-0.1,-0.1,Matches
2472,Islam Slimani,dz ALG,FW,Brest,fr Ligue 1,34,1988,11.0,1,14,2,14.3,1.28,0.18,0.07,0.50,14.1,0,0,1,2.5,1.7,0.12,-1.5,-0.7,Matches
2473,Chris Smalling,eng ENG,DF,Roma,it Serie A,32,1989,31.2,3,17,4,23.5,0.54,0.13,0.18,0.75,8.5,0,0,0,1.7,1.7,0.10,+1.3,+1.3,Matches
2474,Adam Smith,eng ENG,DF,Bournemouth,eng Premier League,31,1991,32.7,0,5,1,20.0,0.15,0.03,0.00,0.00,16.2,0,0,0,0.5,0.5,0.10,-0.5,-0.5,Matches
2475,Emile Smith Rowe,eng ENG,"MF,FW",Arsenal,eng Premier League,22,2000,1.9,0,4,1,25.0,2.09,0.52,0.00,0.00,15.8,0,0,0,0.3,0.3,0.07,-0.3,-0.3,Matches
2476,Hrvoje Smolčić,hr CRO,DF,Eint Frankfurt,de Bundesliga,21,2000,5.2,0,3,0,0.0,0.57,0.00,0.00,,12.7,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches
2477,Cédric Soares,pt POR,DF,Arsenal,eng Premier League,30,1991,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2478,Cédric Soares,pt POR,DF,Fulham,eng Premier League,30,1991,2.2,0,2,0,0.0,0.91,0.00,0.00,,25.4,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
2479,Danilo Soares,br BRA,DF,Bochum,de Bundesliga,30,1991,19.6,0,2,0,0.0,0.10,0.00,0.00,,29.1,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
2480,Eduard Sobol,ua UKR,DF,Strasbourg,fr Ligue 1,27,1995,9.7,0,5,0,0.0,0.52,0.00,0.00,,26.6,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
2481,Rubén Sobrino,es ESP,"MF,FW",Cádiz,es La Liga,30,1992,27.4,3,33,12,36.4,1.20,0.44,0.09,0.25,13.6,0,0,0,4.9,4.9,0.15,-1.9,-1.9,Matches
2482,Alex Sola,es ESP,DF,Real Sociedad,es La Liga,23,1999,3.9,0,4,1,25.0,1.03,0.26,0.00,0.00,26.4,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
2483,Dominic Solanke,eng ENG,"FW,MF",Bournemouth,eng Premier League,24,1997,31.8,6,76,28,36.8,2.39,0.88,0.08,0.21,12.8,0,0,0,9.1,9.1,0.12,-3.1,-3.1,Matches
2484,Augusto Solari,ar ARG,MF,Celta Vigo,es La Liga,30,1992,2.9,0,2,0,0.0,0.69,0.00,0.00,,14.4,0,0,0,0.3,0.3,0.14,-0.3,-0.3,Matches
2485,Ola Solbakken,no NOR,"MF,FW",Roma,it Serie A,23,1998,5.6,1,9,1,11.1,1.61,0.18,0.11,1.00,17.1,1,0,0,0.6,0.6,0.07,+0.4,+0.4,Matches
2486,Nikola Soldo,hr CRO,DF,Köln,de Bundesliga,21,2001,6.6,0,6,0,0.0,0.91,0.00,0.00,,15.2,0,0,0,0.6,0.6,0.11,-0.6,-0.6,Matches
2487,Carlos Soler,es ESP,MF,Valencia,es La Liga,25,1997,2.7,1,4,1,25.0,1.49,0.37,0.00,0.00,30.0,3,1,1,0.9,0.2,0.04,+0.1,-0.2,Matches
2488,Carlos Soler,es ESP,MF,Paris S-G,fr Ligue 1,25,1997,13.2,3,10,6,60.0,0.76,0.45,0.30,0.50,15.2,0,0,0,1.6,1.6,0.16,+1.4,+1.4,Matches
2489,François-Joseph Sollacaro,fr FRA,GK,Ajaccio,fr Ligue 1,28,1994,6.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2490,Manor Solomon,il ISR,FW,Fulham,eng Premier League,23,1999,6.4,4,11,7,63.6,1.73,1.10,0.36,0.57,19.9,0,0,0,1.2,1.2,0.11,+2.8,+2.8,Matches
2491,Yann Sommer,ch SUI,GK,M'Gladbach,de Bundesliga,33,1988,10.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2492,Yann Sommer,ch SUI,GK,Bayern Munich,de Bundesliga,33,1988,19.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2493,Brandon Soppy,fr FRA,DF,Udinese,it Serie A,20,2002,1.0,0,2,1,50.0,2.00,1.00,0.00,0.00,18.5,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
2494,Brandon Soppy,fr FRA,DF,Atalanta,it Serie A,20,2002,7.1,0,7,2,28.6,0.98,0.28,0.00,0.00,18.9,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
2495,David Soria,es ESP,GK,Getafe,es La Liga,29,1993,38.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2496,Roberto Soriano,it ITA,"FW,MF",Bologna,it Serie A,31,1991,14.7,1,13,2,15.4,0.88,0.14,0.08,0.50,20.3,0,0,0,0.6,0.6,0.05,+0.4,+0.4,Matches
2497,Borna Sosa,hr CRO,DF,Stuttgart,de Bundesliga,24,1998,21.7,2,15,6,40.0,0.69,0.28,0.13,0.33,20.7,6,0,0,1.0,1.0,0.07,+1.0,+1.0,Matches
2498,Joaquin Sosa,uy URU,DF,Bologna,it Serie A,20,2002,7.6,0,3,1,33.3,0.39,0.13,0.00,0.00,34.8,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
2499,Hugo Sotelo,es ESP,MF,Celta Vigo,es La Liga,18,2003,0.2,0,1,0,0.0,5.29,0.00,0.00,,20.8,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
2500,Florian Sotoca,fr FRA,"MF,FW",Lens,fr Ligue 1,31,1990,33.9,7,86,29,33.7,2.53,0.85,0.07,0.21,15.6,0,1,3,10.5,8.1,0.09,-3.5,-2.1,Matches
2501,Riccardo Sottil,it ITA,FW,Fiorentina,it Serie A,23,1999,9.3,0,21,8,38.1,2.27,0.86,0.00,0.00,19.9,1,0,0,1.0,1.0,0.05,-1.0,-1.0,Matches
2502,Tomáš Souček,cz CZE,MF,West Ham,eng Premier League,27,1995,31.3,2,34,13,38.2,1.09,0.42,0.06,0.15,10.8,0,0,0,4.0,4.0,0.12,-2.0,-2.0,Matches
2503,Matìas Soulé,ar ARG,"MF,FW",Juventus,it Serie A,19,2003,4.7,1,10,5,50.0,2.14,1.07,0.10,0.20,16.7,0,0,0,1.5,1.5,0.15,-0.5,-0.5,Matches
2504,Moussa Soumano,fr FRA,FW,Ajaccio,fr Ligue 1,17,2005,5.5,1,6,2,33.3,1.09,0.36,0.17,0.50,17.5,0,0,0,0.5,0.5,0.09,+0.5,+0.5,Matches
2505,Adama Soumaoro,fr FRA,DF,Bologna,it Serie A,30,1992,20.7,0,2,1,50.0,0.10,0.05,0.00,0.00,8.8,0,0,0,0.3,0.3,0.16,-0.3,-0.3,Matches
2506,Boubakary Soumaré,fr FRA,MF,Leicester City,eng Premier League,23,1999,18.1,0,1,0,0.0,0.06,0.00,0.00,,28.0,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
2507,Arnaud Souquet,fr FRA,"DF,FW",Montpellier,fr Ligue 1,30,1992,4.0,0,1,0,0.0,0.25,0.00,0.00,,20.7,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
2508,Dyego Sousa,pt POR,FW,Almería,es La Liga,32,1989,5.9,0,13,4,30.8,2.22,0.68,0.00,0.00,14.2,0,0,0,1.2,1.2,0.09,-1.2,-1.2,Matches
2509,Harry Souttar,au AUS,DF,Leicester City,eng Premier League,23,1998,11.0,0,8,1,12.5,0.73,0.09,0.00,0.00,9.6,0,0,0,1.4,1.4,0.18,-1.4,-1.4,Matches
2510,Vinicius Souza,br BRA,MF,Espanyol,es La Liga,23,1999,27.0,1,10,4,40.0,0.37,0.15,0.10,0.25,21.9,0,0,0,0.8,0.8,0.08,+0.2,+0.2,Matches
2511,Djibril Sow,ch SUI,MF,Eint Frankfurt,de Bundesliga,25,1997,29.4,4,28,10,35.7,0.95,0.34,0.14,0.40,24.8,0,0,0,1.7,1.7,0.06,+2.3,+2.3,Matches
2512,Çağlar Söyüncü,tr TUR,DF,Leicester City,eng Premier League,26,1996,5.9,1,5,2,40.0,0.85,0.34,0.20,0.50,9.5,0,0,0,0.4,0.4,0.08,+0.6,+0.6,Matches
2513,Kevin Spadanuda,ch SUI,"MF,FW",Ajaccio,fr Ligue 1,25,1997,11.8,0,7,1,14.3,0.59,0.08,0.00,0.00,14.2,0,0,0,0.7,0.7,0.10,-0.7,-0.7,Matches
2514,Djed Spence,eng ENG,"FW,DF",Tottenham,eng Premier League,21,2000,0.1,0,1,0,0.0,12.86,0.00,0.00,,8.9,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
2515,Djed Spence,eng ENG,DF,Rennes,fr Ligue 1,21,2000,6.4,0,3,1,33.3,0.47,0.16,0.00,0.00,14.0,0,0,0,0.4,0.4,0.12,-0.4,-0.4,Matches
2516,Stijn Spierings,nl NED,MF,Toulouse,fr Ligue 1,26,1996,34.7,2,24,5,20.8,0.69,0.14,0.08,0.40,20.2,0,0,0,1.8,1.8,0.07,+0.2,+0.2,Matches
2517,Leonardo Spinazzola,it ITA,DF,Roma,it Serie A,29,1993,18.4,1,10,6,60.0,0.54,0.33,0.10,0.17,18.7,0,0,0,1.0,1.0,0.10,0.0,0.0,Matches
2518,Marco Sportiello,it ITA,GK,Atalanta,it Serie A,30,1992,14.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2519,Jack Stacey,eng ENG,DF,Bournemouth,eng Premier League,26,1996,3.3,0,1,0,0.0,0.30,0.00,0.00,,16.0,0,0,0,0.1,0.1,0.09,-0.1,-0.1,Matches
2520,Anton Stach,de GER,MF,Mainz 05,de Bundesliga,23,1998,23.0,1,36,10,27.8,1.57,0.43,0.03,0.10,22.6,4,0,0,2.2,2.2,0.06,-1.2,-1.2,Matches
2521,Kostas Stafylidis,gr GRE,"DF,MF",Bochum,de Bundesliga,28,1993,11.6,0,14,2,14.3,1.21,0.17,0.00,0.00,29.5,1,0,0,0.4,0.4,0.03,-0.4,-0.4,Matches
2522,Jens Stage,dk DEN,MF,Werder Bremen,de Bundesliga,25,1996,20.6,3,19,7,36.8,0.92,0.34,0.16,0.43,12.5,0,0,0,3.1,3.1,0.16,-0.1,-0.1,Matches
2523,Veit Stange,de GER,MF,Hertha BSC,de Bundesliga,18,2004,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2524,Josip Stanišić,hr CRO,DF,Bayern Munich,de Bundesliga,22,2000,6.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2525,Junior Stanislas,eng ENG,MF,Bournemouth,eng Premier League,32,1989,0.7,0,1,0,0.0,1.48,0.00,0.00,,24.5,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
2526,Jay Stansfield,eng ENG,FW,Fulham,eng Premier League,19,2002,1.0,0,2,0,0.0,2.07,0.00,0.00,,13.9,0,0,0,0.3,0.3,0.13,-0.3,-0.3,Matches
2527,Niklas Stark,de GER,DF,Werder Bremen,de Bundesliga,27,1995,23.1,0,3,1,33.3,0.13,0.04,0.00,0.00,10.1,0,0,0,0.2,0.2,0.07,-0.2,-0.2,Matches
2528,Jason Steele,eng ENG,GK,Brighton,eng Premier League,31,1990,15.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2529,Calvin Stengs,nl NED,FW,Nice,fr Ligue 1,23,1998,2.4,0,3,1,33.3,1.27,0.42,0.00,0.00,20.1,0,0,0,0.3,0.3,0.09,-0.3,-0.3,Matches
2530,Pascal Stenzel,de GER,DF,Stuttgart,de Bundesliga,26,1996,3.7,0,2,0,0.0,0.54,0.00,0.00,,17.5,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
2531,Jack Stephens,eng ENG,DF,Southampton,eng Premier League,28,1994,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2532,Jack Stephens,eng ENG,DF,Bournemouth,eng Premier League,28,1994,13.0,0,2,1,50.0,0.15,0.08,0.00,0.00,5.2,0,0,0,0.4,0.4,0.20,-0.4,-0.4,Matches
2533,Raheem Sterling,eng ENG,"FW,MF",Chelsea,eng Premier League,27,1994,21.0,6,42,16,38.1,2.00,0.76,0.14,0.38,13.6,0,0,0,6.2,6.2,0.15,-0.2,-0.2,Matches
2534,Angelo Stiller,de GER,MF,Hoffenheim,de Bundesliga,21,2001,7.8,1,7,3,42.9,0.89,0.38,0.14,0.33,22.1,0,0,0,0.3,0.3,0.04,+0.7,+0.7,Matches
2535,Lars Stindl,de GER,"FW,MF",M'Gladbach,de Bundesliga,33,1988,19.3,8,50,22,44.0,2.60,1.14,0.16,0.36,20.7,3,0,0,5.0,5.0,0.10,+3.0,+3.0,Matches
2536,Kevin Stöger,at AUT,MF,Bochum,de Bundesliga,28,1993,28.9,5,45,11,24.4,1.56,0.38,0.04,0.18,25.8,7,3,3,4.4,2.1,0.05,+0.6,-0.1,Matches
2537,Petar Stojanović,si SVN,DF,Empoli,it Serie A,26,1995,17.0,0,10,2,20.0,0.59,0.12,0.00,0.00,25.1,1,0,0,0.3,0.3,0.03,-0.3,-0.3,Matches
2538,John Stones,eng ENG,"DF,MF",Manchester City,eng Premier League,28,1994,20.5,2,11,3,27.3,0.54,0.15,0.18,0.67,13.4,0,0,0,1.0,1.0,0.10,+1.0,+1.0,Matches
2539,Jørgen Strand Larsen,no NOR,FW,Celta Vigo,es La Liga,22,2000,18.9,4,41,15,36.6,2.16,0.79,0.10,0.27,12.6,0,0,0,5.6,5.6,0.14,-1.6,-1.6,Matches
2540,Tony Strata,fr FRA,"MF,DF",Ajaccio,fr Ligue 1,17,2004,1.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2541,Gabriel Strefezza,br BRA,"FW,MF",Lecce,it Serie A,25,1997,27.1,8,68,18,26.5,2.51,0.66,0.09,0.33,21.4,4,2,3,6.2,3.9,0.06,+1.8,+2.1,Matches
2542,Dávid Strelec,sk SVK,FW,Spezia,it Serie A,21,2001,1.9,0,3,1,33.3,1.60,0.53,0.00,0.00,11.2,0,0,0,0.5,0.5,0.17,-0.5,-0.5,Matches
2543,Pascal Struijk,nl NED,DF,Leeds United,eng Premier League,22,1999,24.4,2,16,7,43.8,0.65,0.29,0.13,0.29,13.4,0,0,0,1.4,1.4,0.09,+0.6,+0.6,Matches
2544,Cristhian Stuani,uy URU,FW,Girona,es La Liga,35,1986,12.1,9,29,15,51.7,2.39,1.24,0.14,0.27,13.0,0,5,6,9.7,5.0,0.17,-0.7,-1.0,Matches
2545,Damián Suárez,uy URU,"DF,MF",Getafe,es La Liga,34,1988,21.6,1,6,1,16.7,0.28,0.05,0.17,1.00,19.0,0,0,0,1.1,1.1,0.18,-0.1,-0.1,Matches
2546,Denis Suárez,es ESP,"MF,FW",Espanyol,es La Liga,28,1994,10.5,0,4,2,50.0,0.38,0.19,0.00,0.00,19.4,0,0,0,0.5,0.5,0.12,-0.5,-0.5,Matches
2547,Mario Suárez,es ESP,"MF,DF",Rayo Vallecano,es La Liga,35,1987,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2548,Gabriel Suazo,cl CHI,DF,Toulouse,fr Ligue 1,24,1997,14.0,0,2,0,0.0,0.14,0.00,0.00,,17.8,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
2549,Isaac Success,ng NGA,FW,Udinese,it Serie A,26,1996,20.2,1,35,5,14.3,1.74,0.25,0.03,0.20,16.3,0,0,0,3.3,3.3,0.10,-2.3,-2.3,Matches
2550,Niklas Süle,de GER,DF,Dortmund,de Bundesliga,26,1995,23.5,2,33,7,21.2,1.40,0.30,0.06,0.29,17.2,0,0,0,2.2,2.2,0.07,-0.2,-0.2,Matches
2551,Ibrahim Sulemana,gh GHA,MF,Hellas Verona,it Serie A,19,2003,7.2,0,9,3,33.3,1.24,0.41,0.00,0.00,24.4,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
2552,Kamaldeen Sulemana,gh GHA,"FW,MF",Southampton,eng Premier League,20,2002,10.7,2,24,7,29.2,2.24,0.65,0.08,0.29,18.8,0,0,0,1.7,1.7,0.07,+0.3,+0.3,Matches
2553,Kamaldeen Sulemana,gh GHA,"FW,MF",Rennes,fr Ligue 1,20,2002,3.6,1,13,3,23.1,3.59,0.83,0.08,0.33,17.6,0,0,0,1.4,1.4,0.11,-0.4,-0.4,Matches
2554,Crysencio Summerville,nl NED,FW,Leeds United,eng Premier League,20,2001,15.8,4,29,9,31.0,1.83,0.57,0.14,0.44,15.3,0,0,0,2.9,2.9,0.10,+1.1,+1.1,Matches
2555,Ivan Šunjić,hr CRO,MF,Hertha BSC,de Bundesliga,25,1996,11.0,0,6,3,50.0,0.54,0.27,0.00,0.00,16.8,0,0,0,0.6,0.6,0.11,-0.6,-0.6,Matches
2556,Sam Surridge,eng ENG,FW,Nott'ham Forest,eng Premier League,24,1998,3.6,1,9,2,22.2,2.51,0.56,0.11,0.50,11.6,0,0,0,1.8,1.8,0.20,-0.8,-0.8,Matches
2557,Suso,es ESP,"MF,FW",Sevilla,es La Liga,28,1993,11.8,2,24,9,37.5,2.03,0.76,0.08,0.22,24.1,2,0,0,1.1,1.1,0.05,+0.9,+0.9,Matches
2558,Yuito Suzuki,jp JPN,"FW,MF",Strasbourg,fr Ligue 1,20,2001,0.4,1,2,1,50.0,5.00,2.50,0.50,1.00,13.0,0,0,0,0.1,0.1,0.07,+0.9,+0.9,Matches
2559,Mattias Svanberg,se SWE,"MF,FW",Wolfsburg,de Bundesliga,23,1999,20.4,4,30,10,33.3,1.47,0.49,0.13,0.40,16.9,4,0,0,4.4,4.4,0.15,-0.4,-0.4,Matches
2560,Mile Svilar,rs SRB,GK,Roma,it Serie A,22,1999,3.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2561,Williot Swedberg,se SWE,MF,Celta Vigo,es La Liga,18,2004,0.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2562,Issiaga Sylla,gn GUI,DF,Montpellier,fr Ligue 1,28,1994,14.5,1,10,1,10.0,0.69,0.07,0.10,1.00,14.8,0,0,0,0.8,0.8,0.08,+0.2,+0.2,Matches
2563,Issiaga Sylla,gn GUI,DF,Toulouse,fr Ligue 1,28,1994,15.2,0,9,3,33.3,0.59,0.20,0.00,0.00,17.9,0,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches
2564,Wojciech Szczęsny,pl POL,GK,Juventus,it Serie A,32,1990,27.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2565,Dominik Szoboszlai,hu HUN,"MF,FW",RB Leipzig,de Bundesliga,21,2000,27.2,6,58,28,48.3,2.14,1.03,0.09,0.18,23.2,9,1,1,5.5,4.7,0.08,+0.5,+0.3,Matches
2566,Alexander Sørloth,no NOR,FW,Real Sociedad,es La Liga,26,1995,26.5,12,63,27,42.9,2.38,1.02,0.19,0.44,11.3,0,0,0,12.7,12.7,0.20,-0.7,-0.7,Matches
2567,Alexander Sørloth,no NOR,FW,RB Leipzig,de Bundesliga,26,1995,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2568,Nicolás Tagliafico,ar ARG,DF,Lyon,fr Ligue 1,29,1992,33.2,1,23,5,21.7,0.69,0.15,0.04,0.20,16.8,0,0,0,2.4,1.9,0.08,-1.4,-0.9,Matches
2569,Jonathan Tah,de GER,DF,Leverkusen,de Bundesliga,26,1996,27.6,1,10,2,20.0,0.36,0.07,0.10,0.50,9.7,0,0,0,1.1,1.1,0.11,-0.1,-0.1,Matches
2570,Benjamin Tahirovic,ba BIH,MF,Roma,it Serie A,19,2003,3.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
